fips_code,county,state,date,cases,deaths
NA,Unknown,Wisconsin,2020-08-30,4381,8
55123,Vernon,Wisconsin,2020-08-30,98,0
55125,Vilas,Wisconsin,2020-08-30,104,0
55127,Walworth,Wisconsin,2020-08-30,1695,27
55129,Washburn,Wisconsin,2020-08-30,64,0
55131,Washington,Wisconsin,2020-08-30,1622,29
55133,Waukesha,Wisconsin,2020-08-30,5565,74
55135,Waupaca,Wisconsin,2020-08-30,662,17
55137,Waushara,Wisconsin,2020-08-30,154,2
55139,Winnebago,Wisconsin,2020-08-30,1512,21
55141,Wood,Wisconsin,2020-08-30,456,2
56001,Albany,Wyoming,2020-08-30,134,0
56003,Big Horn,Wyoming,2020-08-30,42,1
56005,Campbell,Wyoming,2020-08-30,189,1
56007,Carbon,Wyoming,2020-08-30,190,2
56009,Converse,Wyoming,2020-08-30,43,0
56011,Crook,Wyoming,2020-08-30,14,0
56013,Fremont,Wyoming,2020-08-30,604,13
56015,Goshen,Wyoming,2020-08-30,60,1
56017,Hot Springs,Wyoming,2020-08-30,30,0
56019,Johnson,Wyoming,2020-08-30,27,1
56021,Laramie,Wyoming,2020-08-30,568,4
56023,Lincoln,Wyoming,2020-08-30,112,0
56025,Natrona,Wyoming,2020-08-30,291,1
56027,Niobrara,Wyoming,2020-08-30,3,0
56029,Park,Wyoming,2020-08-30,160,0
56031,Platte,Wyoming,2020-08-30,7,1
56033,Sheridan,Wyoming,2020-08-30,148,1
56035,Sublette,Wyoming,2020-08-30,48,1
56037,Sweetwater,Wyoming,2020-08-30,301,2
56039,Teton,Wyoming,2020-08-30,429,1
56041,Uinta,Wyoming,2020-08-30,295,2
56043,Washakie,Wyoming,2020-08-30,107,5
56045,Weston,Wyoming,2020-08-30,18,0
